State_ebay,State_amaz,,ebay,amaz,lat,long
New Jersey,California,300,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Connecticut,300,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New York,Pennsylvania,300,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Kansas,Delaware,301,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Colorado,302,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,New Jersey,303,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Hawaii,New Jersey,304,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New York,Colorado,305,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Florida,305,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Hawaii,305,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Delaware,307,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Maryland,307,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New York,New Jersey,307,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Nevada,308,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Maryland,Alabama,309,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Georgia,309,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,California,310,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Colorado,310,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Massachusetts,New York,310,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Florida,Alabama,311,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Colorado,311,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Massachusetts,315,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Washington,Georgia,316,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,California,317,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Alabama,318,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,California,318,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Virginia,320,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Connecticut,321,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Hawaii,322,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Illinois,322,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Virginia,322,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Connecticut,323,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Virginia,Delaware,324,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Nevada,325,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Nevada,325,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
North Carolina,Connecticut,328,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Georgia,334,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Washington,335,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Delaware,336,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Georgia,336,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,Hawaii,337,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Connecticut,338,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,California,339,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,California,339,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Pennsylvania,339,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Hawaii,Colorado,340,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Colorado,341,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,California,342,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Illinois,342,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,New York,342,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Massachusetts,Hawaii,343,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Minnesota,345,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Pennsylvania,345,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Massachusetts,346,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
California,Alabama,347,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,California,347,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Georgia,347,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Washington,348,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Colorado,349,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Washington,349,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Colorado,352,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Massachusetts,353,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
California,California,354,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
South Carolina,Nevada,354,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Illinois,355,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Michigan,Minnesota,355,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,New Jersey,355,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Delaware,356,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Virginia,356,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,New York,358,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Washington,New Jersey,359,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Georgia,361,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Washington,361,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Florida,362,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Georgia,362,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Alabama,363,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,California,363,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Colorado,363,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Colorado,Hawaii,363,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Colorado,Massachusetts,363,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Maryland,365,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
South Carolina,California,366,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,New Jersey,366,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Washington,366,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,California,367,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Connecticut,367,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,California,368,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Alabama,New York,368,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Arizona,369,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Connecticut,369,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Illinois,369,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Maryland,369,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Maryland,370,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Virginia,372,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Washington,372,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,California,374,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
South Carolina,Illinois,374,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Massachusetts,374,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,New York,375,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Pennsylvania,375,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Georgia,376,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Connecticut,377,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Hawaii,377,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,New York,377,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,California,379,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Georgia,379,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Colorado,380,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Arizona,383,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Colorado,New York,383,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Hawaii,385,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,New York,385,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,New York,386,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,New York,386,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Arizona,389,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Massachusetts,389,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,New Jersey,389,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Arizona,Florida,390,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Washington,390,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Illinois,392,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Alabama,Connecticut,393,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Massachusetts,393,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,North Carolina,393,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Hawaii,396,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Washington,398,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Washington,Minnesota,399,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,New York,399,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,New York,400,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Florida,401,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Illinois,402,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,New Jersey,402,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Colorado,403,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Georgia,403,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,California,404,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Kansas,California,404,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Alabama,405,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,North Carolina,408,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,New Jersey,409,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,California,410,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Connecticut,411,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Hawaii,411,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Minnesota,411,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Pennsylvania,411,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Maryland,412,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Pennsylvania,412,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Delaware,413,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Connecticut,414,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Arizona,416,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Colorado,418,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Colorado,420,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Hawaii,421,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,New Jersey,422,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Virginia,422,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,New York,424,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Minnesota,Illinois,426,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Minnesota,426,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Colorado,428,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Florida,428,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,New Jersey,428,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Washington,429,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Arizona,430,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
South Carolina,Minnesota,430,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Pennsylvania,430,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Michigan,431,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Maryland,434,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,California,435,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Delaware,435,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Florida,435,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Georgia,437,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Nevada,Hawaii,438,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Colorado,439,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Florida,Connecticut,442,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,California,443,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Arizona,444,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Maryland,444,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Pennsylvania,444,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,New York,445,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Colorado,447,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
California,Massachusetts,447,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Nevada,Arizona,448,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Nevada,448,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,South Carolina,449,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Virginia,449,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Pennsylvania,450,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Hawaii,Alabama,451,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Colorado,453,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,California,455,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New York,New Jersey,455,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Colorado,456,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Illinois,456,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Delaware,457,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Pennsylvania,457,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,California,459,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,South Carolina,459,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,New York,460,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Alabama,462,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Colorado,462,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Minnesota,462,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Colorado,463,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Minnesota,Alabama,464,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Florida,465,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Nevada,465,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Connecticut,467,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Colorado,468,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Connecticut,469,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Massachusetts,472,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,California,473,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Florida,473,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Massachusetts,476,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Pennsylvania,476,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Arizona,478,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,California,481,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Georgia,482,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Georgia,483,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Minnesota,483,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Arizona,484,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Arizona,484,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,California,486,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Arizona,487,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
North Carolina,Hawaii,487,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,California,488,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Minnesota,488,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,New York,488,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Alabama,Arizona,489,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Hawaii,489,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,New Jersey,490,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Colorado,491,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
California,Connecticut,491,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Arizona,492,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,Washington,493,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Massachusetts,494,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Connecticut,497,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
California,Connecticut,498,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Maryland,498,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Arizona,499,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Nevada,502,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Arizona,503,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,Massachusetts,503,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Alabama,506,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Alabama,506,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Colorado,507,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
South Carolina,Washington,508,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Alabama,511,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Minnesota,Alabama,512,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Maryland,512,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Virginia,512,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,California,513,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Pennsylvania,Nevada,513,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Connecticut,516,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
California,Virginia,516,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,New York,517,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Georgia,Virginia,517,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Colorado,Delaware,523,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Kansas,North Carolina,523,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,New Jersey,524,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Michigan,Arizona,525,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Hawaii,525,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Nevada,525,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,California,529,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,California,529,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Florida,529,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Massachusetts,529,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Michigan,529,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Connecticut,530,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Massachusetts,531,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Minnesota,531,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Washington,532,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Arizona,535,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Colorado,535,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Nevada,535,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
California,New York,535,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Hawaii,536,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Alabama,538,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,New York,539,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Pennsylvania,539,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Washington,544,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Colorado,545,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Washington,545,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Alabama,546,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Connecticut,546,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Delaware,Maryland,548,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,New York,549,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,California,552,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Maryland,556,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Colorado,New Jersey,558,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Washington,559,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Virginia,561,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Georgia,562,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Minnesota,562,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Nevada,562,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Hawaii,563,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,New Jersey,564,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Delaware,568,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Pennsylvania,570,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Massachusetts,Florida,571,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Pennsylvania,572,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Hawaii,574,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Colorado,576,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Florida,577,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
